time,pos_actual_yaw,vel_actual_yaw,accel_control_yaw,pos_goal_yaw,vel_goal_yaw,pos_predicted_yaw,vel_predicted_yaw,iterations_yaw,pos_actual_pitch,vel_actual_pitch,accel_control_pitch,pos_goal_pitch,vel_goal_pitch,pos_predicted_pitch,vel_predicted_pitch,iterations_pitch,shoot_flag,solve_time_ms
0.71,-0.198301,-0.0382299,55.2985,-0.272164,2.7453,-0.192654,0.791248,10,0.000826894,-0.861765,36.4745,-0.00723607,-0.0299402,-0.0079962,-0.314648,10,0,0.08
0.715,-0.197801,0.238263,57.8415,-0.260438,2.81064,-0.18772,1.10589,10,-0.003026,-0.679392,33.5432,-0.00712844,-0.0302034,-0.00944327,-0.176244,10,0,0.08
0.72,-0.195887,0.52747,60,-0.248545,2.86939,-0.181145,1.43811,10,-0.00600367,-0.511676,25.6567,-0.00699162,-0.0304664,-0.0107924,-0.126825,10,0,0.08
0.725,-0.192499,0.82747,60,-0.236504,2.92149,-0.173267,1.73685,10,-0.00824134,-0.383393,22.8629,-0.00682496,-0.0307294,-0.0114202,-0.0404496,10,0,0.08
0.73,-0.187612,1.12747,60,-0.224332,2.96687,-0.16398,2.02349,10,-0.00987252,-0.269078,19.7186,-0.006628,-0.0309922,-0.0116904,0.0266999,10,0,0.08
0.735,-0.181225,1.42747,50.1033,-0.212048,3.00548,-0.154176,2.17902,10,-0.0109714,-0.170486,12.7147,-0.00640047,-0.0312548,-0.0120983,0.0202347,10,0,0.08
0.74,-0.173461,1.67799,35.3722,-0.199669,3.03729,-0.144312,2.20857,10,-0.0116649,-0.106912,10.9886,-0.00614229,-0.0315172,-0.0120324,0.0579167,10,0,0.079
0.745,-0.164629,1.85485,25.9863,-0.187211,3.06224,-0.133883,2.24464,10,-0.0120621,-0.0519692,9.23907,-0.00585356,-0.0317794,-0.0118023,0.0866168,9,0,0.077
0.75,-0.15503,1.98478,-51.7522,-0.174694,3.08032,-0.13108,1.2085,10,-0.0122065,-0.00577386,7.69601,-0.00553458,-0.0320414,-0.0114273,0.109666,10,1,0.08
0.755,-0.145753,1.72602,-27.5136,-0.162132,3.0915,-0.122958,1.31331,10,-0.0121392,0.0327062,6.1301,-0.00518584,-0.0323031,-0.0109589,0.124658,10,1,0.078
0.76,-0.137467,1.58845,-10.7363,-0.149544,3.09576,-0.114848,1.42741,10,-0.011899,0.0633567,4.75407,-0.00480803,-0.0325645,-0.0104138,0.134668,10,1,0.078
0.765,-0.129659,1.53477,2.02674,-0.136947,3.0931,-0.106409,1.56517,10,-0.0115228,0.087127,3.58488,-0.004402,-0.0328255,-0.00981258,0.1409,10,1,0.087
0.77,-0.12196,1.5449,-60,-0.124357,3.08351,-0.10721,0.421732,10,-0.0110423,0.105051,18.4876,-0.00396878,-0.0330862,-0.00738671,0.382366,10,1,0.079
0.775,-0.114985,1.2449,-60,-0.111792,3.067,-0.102456,0.425672,10,-0.010286,0.197489,12.0364,-0.00350953,-0.0333465,-0.00596956,0.378035,10,1,0.079
0.78,-0.109511,0.944903,-19.1216,-0.0992687,3.04357,-0.0974882,0.658079,10,-0.00914809,0.257671,6.92909,-0.00302559,-0.0336064,-0.0045035,0.361608,10,1,0.079
0.785,-0.105025,0.849295,-60,-0.0868046,3.01325,-0.1025,-0.512673,10,-0.00777312,0.292317,50.3235,-0.00251839,-0.0338659,0.00227303,1.04717,10,1,0.079
0.79,-0.101529,0.549295,-60,-0.0745046,2.34824,-0.0999761,-0.342298,10,-0.00568249,0.543934,30.5665,-0.00199043,0.00909409,0.00591525,1.00243,10,1,0.08
0.795,-0.0995321,0.249295,-60,-0.062212,2.31602,-0.10014,-0.330302,10,-0.00258074,0.696767,15.175,-0.00144157,0.00888897,0.00957795,0.924391,10,1,0.079
0.8,-0.0990356,-0.0507054,-60,-0.0500314,2.27881,-0.107933,-1.13565,10,0.00109278,0.772642,81.8831,-0.000874282,0.00868304,0.0218943,2.00089,10,1,0.079
0.805,-0.100039,-0.350705,-60,-0.0379809,2.23664,-0.111587,-1.18896,10,0.00597953,1.18206,45.7701,-0.000290303,0.0084763,0.0288595,1.86861,10,1,0.079
0.81,-0.102543,-0.650705,-60,-0.0260789,2.18955,-0.116815,-1.25232,10,0.0124619,1.41091,18.1201,0.000308619,0.00826879,0.0356641,1.68271,10,1,0.08
0.815,-0.106546,-0.950705,-28.0473,-0.014344,2.1376,-0.123962,-1.37141,10,0.019743,1.50151,42.664,0.000920724,0.00806051,0.0470653,2.14147,10,1,0.079
0.82,-0.11165,-1.09094,29.1271,-0.00279542,2.08085,-0.124738,-0.654036,10,0.0277838,1.71483,12.7376,0.00154426,0.00785148,0.0549392,1.90589,10,1,0.08
0.825,-0.116741,-0.945306,51.759,0.00854748,2.01935,-0.125098,-0.168921,10,0.0365172,1.77852,-8.8248,0.00217751,0.00764173,0.0622021,1.64614,10,0,0.079
0.83,-0.12082,-0.686511,47.7727,-0.259128,1.8732,-0.125744,0.0300787,10,0.0452995,1.73439,-23.3807,0.0828028,0.00743128,0.068685,1.38368,10,0,0.08
0.835,-0.123656,-0.447648,52.736,-0.245594,1.93325,-0.124438,0.343392,10,0.0536792,1.61749,-32.2767,0.08391,0.00722013,0.0743104,1.13334,10,0,0.08
0.84,-0.125235,-0.183968,53.6662,-0.231811,1.98897,-0.121957,0.621026,10,0.0613631,1.45611,-36.7623,0.0850057,0.00700831,0.079069,0.904671,10,0,0.168
0.845,-0.125484,0.0843633,60,-0.217798,2.0403,-0.117574,0.970342,10,0.0681841,1.27229,-37.9495,0.0860837,0.00679585,0.0829992,0.703051,10,0,0.178
0.85,-0.124312,0.384363,60,-0.203579,2.0872,-0.112116,1.24177,10,0.0740712,1.08255,-36.793,0.0871376,0.00658275,0.0861702,0.530652,10,0,0.097
0.855,-0.12164,0.684363,60,-0.189174,2.12964,-0.104667,1.57876,10,0.0790241,0.898582,-34.0844,0.0881606,0.00636905,0.0886683,0.387315,10,0,0.088
0.86,-0.117468,0.984363,60,-0.174603,2.16758,-0.0962667,1.84254,10,0.0830909,0.728159,-26.3693,0.0891461,0.00615475,0.0910468,0.332619,10,0,0.206
0.865,-0.111797,1.28436,60,-0.159885,2.20099,-0.0857688,2.18602,10,0.0864021,0.596313,-23.8207,0.0900876,0.00593989,0.092667,0.239002,10,0,0.213
0.87,-0.104625,1.58436,60,-0.14504,2.22985,-0.0740953,2.48624,10,0.0890859,0.477209,-20.8919,0.0909787,0.00572447,0.0938937,0.163831,10,0,0.212
0.875,-0.095953,1.88436,52.9007,-0.130088,2.25413,-0.0617362,2.67787,10,0.0912108,0.37275,-14.037,0.0918133,0.00550853,0.0952229,0.162195,10,0,0.216
0.88,-0.0858699,2.14887,36.5534,-0.115045,2.27381,-0.0495247,2.69717,10,0.0928991,0.302565,-12.5244,0.0925859,0.00529207,0.0960286,0.114699,10,0,0.21
0.885,-0.0746687,2.33163,26.5646,-0.099931,2.28888,-0.0367057,2.7301,10,0.0942554,0.239943,-10.9466,0.0932914,0.00507513,0.096623,0.0757432,10,0,0.212
0.89,-0.0626785,2.46446,-51.9727,-0.0847639,2.29933,-0.0315585,1.68487,10,0.0953182,0.18521,-9.53779,0.0939256,0.00485772,0.0970234,0.0421427,10,1,0.125
0.895,-0.0510058,2.20459,-26.6222,-0.0695614,2.30514,-0.0209319,1.80526,10,0.0961251,0.137521,-8.06657,0.0944847,0.00463986,0.0972804,0.0165221,9,1,0.077
0.9,-0.0403156,2.07148,-10.8945,-0.0543415,2.30632,-0.010469,1.90806,10,0.0967118,0.0971878,-6.7518,0.0949661,0.00442158,0.0974101,-0.00408915,10,1,0.078
0.905,-0.0300944,2.01701,-60,-0.0391221,2.30285,-0.00854453,0.856308,10,0.0971134,0.0634288,-21.6216,0.0953679,0.0042029,0.0956324,-0.260895,10,1,0.08
0.91,-0.0207594,1.71701,-60,-0.0239209,2.29475,-0.00151227,0.849269,10,0.0971602,-0.0446792,-14.7487,0.0956891,0.00398383,0.0948308,-0.26591,10,1,0.079
0.915,-0.0129243,1.41701,-41.1959,-0.00875595,2.282,0.00369629,0.799071,10,0.0967525,-0.118423,-9.28348,0.0959296,0.0037644,0.0939318,-0.257675,10,1,0.08
0.92,-0.00635422,1.21103,-60,0.00650799,2.87955,0.00183589,-0.119016,10,0.0960443,-0.16484,-52.8906,0.0960871,-0.0406121,0.0876215,-0.958199,10,1,0.08
0.925,-0.00104907,0.91103,-60,0.021547,2.84941,0.00587706,0.0124533,10,0.094559,-0.429293,-32.1404,0.0961692,-0.0408488,0.0845038,-0.9114,10,1,0.138
0.93,0.00275608,0.61103,-60,0.0364947,2.81297,0.00702343,-0.0420507,10,0.0920108,-0.589995,-16.021,0.096176,-0.0410843,0.0813585,-0.830309,10,1,0.08
0.935,0.00506123,0.31103,-13.6486,0.0513322,2.77026,0.00819121,0.1063,10,0.0888605,-0.6701,-3.99765,0.0961109,-0.0413186,0.0783593,-0.730065,10,1,0.079
0.94,0.00644578,0.242787,-60,0.0660405,2.7213,0.00181119,-0.860732,10,0.0854601,-0.690088,-74.0787,0.095978,-0.0415517,0.0667749,-1.80127,10,1,0.08
0.945,0.00690971,-0.0572132,-60,0.0805997,2.66612,-0.000229277,-0.894652,10,0.0810837,-1.06048,-39.3861,0.0957817,-0.0417834,0.0607455,-1.65127,10,1,0.079
0.95,0.00587364,-0.357213,-60,0.0949898,2.60475,-0.00539456,-1.14521,10,0.0752889,-1.25741,-13.0965,0.0955274,-0.042014,0.0549544,-1.45386,10,1,0.079
0.955,0.00333758,-0.657213,-60,0.10919,2.53724,-0.0119723,-1.38411,10,0.0688382,-1.32289,-39.1849,0.0952203,-0.0422432,0.0445864,-1.91067,10,1,0.08
0.96,-0.000698489,-0.957213,2.36692,0.12318,2.46363,-0.0147904,-0.921709,10,0.0617339,-1.51882,-9.65167,0.0948661,-0.042471,0.0378658,-1.66359,10,1,0.079
0.965,-0.00545497,-0.945379,29.3525,0.136936,2.38396,-0.0163335,-0.505092,10,0.0540191,-1.56708,11.4332,0.0944708,-0.0426976,0.0317992,-1.39558,10,0,0.08
0.97,-0.00981496,-0.798616,38.434,-0.131246,2.51548,-0.0174704,-0.222107,10,0.0463267,-1.50991,25.4647,0.01337,-0.0429227,0.0265428,-1.12794,10,0,0.079
0.975,-0.0133276,-0.606446,43.8011,-0.119912,2.6028,-0.0174967,0.0505698,10,0.0390954,-1.38259,33.8184,0.0136031,-0.0431464,0.0221611,-0.875313,10,0,0.08
0.98,-0.0158123,-0.387441,54.5707,-0.108355,2.68366,-0.0154847,0.43112,10,0.0326052,-1.2135,37.7652,0.013853,-0.0433687,0.0186513,-0.647019,10,0,0.079
0.985,-0.0170674,-0.114587,53.4602,-0.0965961,2.75798,-0.0127719,0.687316,10,0.0270098,-1.02467,38.4326,0.0141199,-0.0435896,0.0159634,-0.448182,10,0,0.08
0.99,-0.0169721,0.152714,58.8142,-0.0846538,2.82568,-0.00806478,1.03493,10,0.0223668,-0.832507,36.7857,0.0144034,-0.043809,0.0140176,-0.280723,10,0,0.079
0.995,-0.0154733,0.446785,60,-0.0725472,2.88669,-0.00213362,1.33185,10,0.0186641,-0.648579,29.5018,0.0147033,-0.0440269,0.0122544,-0.206052,10,0,0.079
1,-0.0124894,0.746785,60,-0.0602948,2.94093,0.00552889,1.65566,10,0.01579,-0.50107,26.9171,0.0150193,-0.0442433,0.0113021,-0.097313,10,0,0.079
1.005,-0.00800549,1.04678,60,-0.0479148,2.98836,0.0144659,1.9494,10,0.0136211,-0.366484,23.6515,0.0153509,-0.0444581,0.0107846,-0.0117125,10,0,0.079
1.01,-0.00202157,1.34678,60,-0.0354253,3.02893,0.0248539,2.23662,10,0.0120843,-0.248227,20.0933,0.0156974,-0.0446714,0.0106214,0.053172,10,0,0.08
1.015,0.00546235,1.64678,39.775,-0.022844,3.06259,0.0346388,2.24341,10,0.0110944,-0.147761,12.6455,0.0160582,-0.0448832,0.0103006,0.0419213,10,0,0.079
1.02,0.0141935,1.84566,27.2279,-0.0101887,3.08932,0.0449415,2.25408,10,0.0105136,-0.0845334,10.6469,0.0164324,-0.0450933,0.0104434,0.0751694,10,0,0.078
1.025,0.0237621,1.9818,20.7019,0.00252335,3.10908,0.0558181,2.29233,10,0.010224,-0.0312991,8.68654,0.0168193,-0.0453018,0.0107318,0.098999,10,0,0.078
1.03,0.0339299,2.08531,-54.7733,0.0152747,3.12187,0.0590475,1.26371,10,0.0101761,0.0121336,6.99129,0.017218,-0.0455086,0.0111446,0.117003,10,1,0.079
1.035,0.0436718,1.81144,-30.5706,0.028048,3.12765,0.0674042,1.35288,10,0.0103242,0.04709,5.31859,0.0176274,-0.0457138,0.0116289,0.126869,10,1,0.078
1.04,0.0523468,1.65859,-11.4067,0.0408262,3.12644,0.0759424,1.48749,10,0.0106261,0.073683,3.87709,0.0180466,-0.0459173,0.0121675,0.131839,10,1,0.078
1.045,0.0604972,1.60156,-60,0.053592,3.11822,0.0755028,0.399193,10,0.011043,0.0930684,18.8337,0.0184746,-0.0461192,0.0145578,0.375574,10,1,0.079
1.05,0.067755,1.30156,-60,0.0661604,2.44338,0.0806192,0.413669,10,0.0117438,0.187237,12.1662,0.01891,-0.00221646,0.015921,0.369731,10,1,0.08
1.055,0.0735128,1.00156,-51.2349,0.0788489,2.4271,0.0840565,0.404278,10,0.012832,0.248068,6.87543,0.0193523,-0.00243704,0.0173265,0.3512,10,1,0.08
1.06,0.0778801,0.745381,-60,0.0914733,2.40572,0.0788414,-0.617207,10,0.0141583,0.282445,50.9156,0.0198003,-0.00265735,0.024123,1.04618,10,1,0.079
1.065,0.080857,0.445381,-60,0.104016,2.37924,0.0808769,-0.442728,10,0.016207,0.537024,31.0163,0.0202531,-0.00287735,0.0277517,1.00227,10,1,0.08
1.07,0.0823339,0.145381,-60,0.11646,2.34769,0.0802666,-0.421017,10,0.0192798,0.692105,15.4714,0.0207097,-0.00309703,0.0314019,0.924176,10,1,0.079
1.075,0.0823108,-0.154619,-60,0.128786,2.31112,0.0717981,-1.24707,10,0.0229337,0.769462,83.2466,0.0211692,-0.00331637,0.0438409,2.01816,10,1,0.08
1.08,0.0807877,-0.454619,-60,0.140977,2.26955,0.0676893,-1.29184,10,0.0278216,1.1857,46.9862,0.0216308,-0.00353533,0.050893,1.89049,10,1,0.08
1.085,0.0777646,-0.754619,-60,0.153014,2.22303,0.0619606,-1.35258,10,0.0343374,1.42063,19.1346,0.0220937,-0.00375391,0.0577995,1.70765,10,1,0.08
1.09,0.0732415,-1.05462,17.3534,0.164879,2.17162,0.0593745,-0.794317,10,0.0416797,1.5163,-1.33148,0.0225572,-0.00397208,0.0642744,1.49633,10,1,0.079
1.095,0.0681854,-0.967852,7.70415,0.176552,2.11537,0.0545343,-0.852289,10,0.0492446,1.50964,30.3575,0.0230205,-0.00418981,0.0753044,1.965,10,1,0.08
1.1,0.0634424,-0.929331,39.0386,0.188014,2.05434,0.0538943,-0.343753,10,0.0571723,1.66143,5.13567,0.0234832,-0.00440709,0.0826715,1.73846,10,1,0.08
1.105,0.0592837,-0.734138,60,0.199246,1.98862,0.0543421,0.0752526,10,0.0655436,1.68711,-12.798,0.0239447,-0.0046239,0.0894104,1.49514,10,0,0.081
1.11,0.056363,-0.434138,49.2604,-0.0676047,1.91116,0.0553928,0.304768,10,0.0738192,1.62312,-24.6771,0.106321,-0.00484021,0.0953897,1.25296,10,0,0.104
1.115,0.0548081,-0.187836,50.972,-0.0537878,1.96782,0.0577249,0.576744,10,0.0816263,1.49973,-31.7087,0.107657,-0.00505601,0.100555,1.0241,10,0,0.081
1.12,0.0545061,0.067024,60,-0.0397465,2.02005,0.0620444,0.938092,10,0.0887286,1.34119,-34.9995,0.108961,-0.00527127,0.104909,0.816196,10,0,0.08
1.125,0.0555912,0.367024,60,-0.0255024,2.06781,0.0673874,1.2058,10,0.094997,1.16619,-35.5244,0.110226,-0.00548597,0.108493,0.633325,10,0,0.079
1.13,0.0581763,0.667024,58.6995,-0.0110768,2.11107,0.0747854,1.54752,10,0.100384,0.988569,-34.1126,0.111442,-0.0057001,0.111375,0.47688,10,0,0.079
1.135,0.0622452,0.960521,60,0.0035098,2.14979,0.0831416,1.82567,10,0.1049,0.818006,-27.3708,0.112601,-0.00591363,0.114091,0.407444,10,0,0.08
1.14,0.0677978,1.26052,60,0.0182373,2.18394,0.0935023,2.16675,10,0.108648,0.681152,-25.5136,0.113695,-0.00612654,0.115995,0.298449,10,0,0.08
1.145,0.0748504,1.56052,60,0.0330861,2.21351,0.105029,2.46334,10,0.111735,0.553584,-23.0311,0.114717,-0.00633881,0.117448,0.208117,10,0,0.081
1.15,0.083403,1.86052,51.7063,0.048037,2.23846,0.117128,2.63612,10,0.114215,0.438429,-16.4369,0.115657,-0.00655042,0.118942,0.191875,10,0,0.141
1.155,0.0933519,2.11905,38.0179,0.0630711,2.25879,0.129415,2.68932,10,0.116202,0.356244,-15.0444,0.11651,-0.00676136,0.119853,0.130579,10,0,0.238
1.16,0.104422,2.30914,27.0026,0.07817,2.27448,0.142097,2.71418,10,0.117795,0.281022,-13.4666,0.11727,-0.0069716,0.120495,0.0790232,10,0,0.215
1.165,0.116306,2.44416,19.0038,0.0933151,2.28551,0.155106,2.72921,10,0.119032,0.213689,-11.8449,0.117932,-0.00718113,0.120905,0.0360156,10,0,0.216
1.17,0.128764,2.53917,-57.3321,0.108488,2.29189,0.160402,1.67919,10,0.119952,0.154465,-10.4007,0.118491,-0.00738992,0.121099,-0.00154585,10,1,0.217
1.175,0.140743,2.25251,-30.2088,0.123672,2.29361,0.171132,1.79938,10,0.120594,0.102461,-8.89992,0.118945,-0.00759796,0.12113,-0.0310376,10,1,0.216
1.18,0.151628,2.10147,-13.3459,0.139094,2.91732,0.181649,1.90128,10,0.120996,0.0579616,-7.58667,0.119289,-0.0508642,0.121011,-0.0558384,10,1,0.152
1.185,0.161969,2.03474,-60,0.154244,2.90696,0.183711,0.864289,10,0.12119,0.0200283,-22.1904,0.119525,-0.0510119,0.118994,-0.312828,10,1,0.193
1.19,0.171392,1.73474,-60,0.16935,2.89026,0.190828,0.856651,10,0.121013,-0.090924,-15.2456,0.119654,-0.0511575,0.117934,-0.319609,10,1,0.214
1.195,0.179316,1.43474,-54.5336,0.184394,2.86722,0.196127,0.806738,10,0.120368,-0.167152,-9.72648,0.119678,-0.051301,0.116767,-0.313049,10,1,0.194
1.2,0.185808,1.16207,-60,0.199356,2.83786,0.193476,-0.139631,10,0.119411,-0.215785,-52.6425,0.119599,-0.0514424,0.110252,-1.00542,10,1,0.084
1.205,0.190868,0.862072,-60,0.214219,2.8022,0.197153,-0.024154,10,0.117674,-0.478997,-31.7725,0.119421,-0.0515816,0.106914,-0.955584,10,1,0.08
1.21,0.194429,0.562072,-60,0.228963,2.76027,0.198243,-0.0535799,10,0.114882,-0.63786,-15.608,0.11915,-0.0517187,0.103558,-0.87198,10,1,0.079
1.215,0.196489,0.262072,-60,0.243569,2.7121,0.192863,-0.745602,10,0.111497,-0.7159,-81.7969,0.11879,-0.0518536,0.0915566,-1.94285,10,1,0.079
1.22,0.19705,-0.037928,-60,0.258017,2.65771,0.190253,-0.868331,10,0.106895,-1.12488,-43.9101,0.118349,-0.0519864,0.0850821,-1.78353,10,1,0.079
1.225,0.19611,-0.337928,-60,0.272288,2.59716,0.185258,-1.10902,10,0.100722,-1.34443,-15.1777,0.117833,-0.052117,0.078848,-1.5721,10,0,0.08
1.23,0.19367,-0.637928,-60,0.28636,2.53047,0.177884,-1.46692,10,0.0938101,-1.42032,-39.2972,0.11725,-0.0522455,0.0680843,-2.00978,10,0,0.08
1.235,0.189731,-0.937928,-21.686,0.300213,2.45771,0.173222,-1.26322,10,0.0862173,-1.61681,-8.32845,0.116607,-0.0523717,0.0610282,-1.74174,10,0,0.079
1.24,0.18477,-1.04636,21.446,0.313824,2.37893,0.171487,-0.724668,10,0.0780291,-1.65845,13.6477,0.115912,-0.0524958,0.0546877,-1.45373,10,0,0.079
1.245,0.179806,-0.939128,33.3432,0.0496396,2.44839,0.16947,-0.43898,10,0.0699074,-1.59021,28.1412,0.0347592,-0.0526177,0.0492201,-1.16809,10,0,0.093
1.25,0.175527,-0.772412,42.2765,0.0608006,2.5358,0.168697,-0.138264,10,0.0623082,-1.44951,36.6313,0.035168,-0.0527374,0.0446866,-0.900037,10,0,0.071
1.255,0.172194,-0.561029,45.4931,0.0721787,2.61674,0.168896,0.121367,10,0.0555185,-1.26635,40.4794,0.0355835,-0.0528549,0.0410772,-0.659158,10,0,0.072
1.26,0.169957,-0.333564,60,0.083754,2.69112,0.171401,0.525995,10,0.0496928,-1.06395,40.8892,0.0360045,-0.0529702,0.0383335,-0.450614,10,0,0.072
1.265,0.169039,-0.0335638,55.4963,0.095507,2.75886,0.174779,0.79888,10,0.0448841,-0.859506,38.8877,0.0364299,-0.0530833,0.0363664,-0.276191,10,0,0.072
1.27,0.169565,0.243917,57.8034,0.107419,2.8199,0.179727,1.11097,10,0.0410727,-0.665068,35.322,0.0368584,-0.0531943,0.0350704,-0.135238,10,0,0.072
1.275,0.171507,0.532934,60,0.11947,2.87417,0.186346,1.44554,10,0.0381889,-0.488458,26.8047,0.0372886,-0.053303,0.0338775,-0.0863868,10,0,0.072
1.28,0.174922,0.832934,60,0.131642,2.92161,0.194232,1.74165,10,0.0360816,-0.354434,23.3984,0.0377192,-0.0534095,0.0333974,-0.00345759,10,0,0.072
1.285,0.179837,1.13293,60,0.143918,2.9622,0.203547,2.02843,10,0.0346019,-0.237442,19.7173,0.0381489,-0.0535138,0.0332585,0.0583181,10,0,0.072
1.29,0.186251,1.43293,51.0442,0.156278,2.99587,0.213488,2.1986,10,0.0336612,-0.138855,12.2577,0.0385762,-0.0536158,0.0329574,0.0450097,10,1,0.073
1.295,0.194054,1.68816,35.7994,0.168705,3.02262,0.223404,2.22515,10,0.0331201,-0.077567,10.1271,0.0389998,-0.0537157,0.0330959,0.0743389,10,1,0.072
1.3,0.202942,1.86715,26.5181,0.181182,3.04241,0.233933,2.26492,10,0.0328589,-0.0269317,8.06744,0.0394184,-0.0538133,0.0333625,0.0940799,10,1,0.071
1.305,0.21261,1.99974,-49.3954,0.193691,3.05524,0.237049,1.25881,10,0.0328251,0.0134055,6.29937,0.039831,-0.0539088,0.0337348,0.107896,10,1,0.072
1.31,0.221991,1.75277,-27.9132,0.205973,2.40724,0.245142,1.33407,10,0.0329708,0.0449024,4.5902,0.0402363,-0.0128675,0.0341608,0.113755,10,1,0.072
1.315,0.230406,1.6132,-10.0351,0.218492,2.40635,0.253475,1.46267,10,0.0332527,0.0678534,3.12727,0.0406334,-0.0130477,0.0346224,0.114762,10,1,0.072
1.32,0.238346,1.56302,-60,0.230991,2.40033,0.252915,0.379415,10,0.0336311,0.0834897,17.6664,0.0410214,-0.0132267,0.0368709,0.348485,10,1,0.072
1.325,0.245412,1.26302,-60,0.243453,2.38918,0.2578,0.388702,10,0.0342694,0.171822,11.228,0.0413995,-0.0134045,0.0381098,0.340242,10,1,0.14
1.33,0.250977,0.963024,-32.7896,0.25586,2.37293,0.261733,0.47118,10,0.0352688,0.227962,6.12051,0.0417671,-0.0135811,0.0393768,0.319769,10,1,0.072
1.335,0.255382,0.799076,-60,0.268195,2.35159,0.256961,-0.588559,10,0.0364851,0.258564,49.0335,0.0421237,-0.0137565,0.0458799,0.994067,10,1,0.072
1.34,0.258627,0.499076,-60,0.28044,2.32519,0.259302,-0.409085,10,0.0383909,0.503732,29.8971,0.042469,-0.0139306,0.0493103,0.952188,10,1,0.072
1.345,0.260373,0.199076,-60,0.292578,2.29376,0.258639,-0.430224,10,0.0412833,0.653217,14.9197,0.0428029,-0.0141034,0.05276,0.877014,10,1,0.072
1.35,0.260618,-0.100924,-4.17331,0.30459,2.25733,0.258635,-0.163524,10,0.0447358,0.727816,3.65037,0.0431253,-0.014275,0.0560637,0.782572,10,1,0.121
1.355,0.260061,-0.121791,-60,0.316459,2.21595,0.249828,-1.24271,10,0.0484206,0.746068,73.9831,0.0434363,-0.0144453,0.0679347,1.85581,10,1,0.073
1.36,0.258702,-0.421791,-60,0.328165,2.16967,0.24617,-1.24913,10,0.0530757,1.11598,41.3082,0.0437362,-0.0146144,0.0744626,1.73561,10,1,0.073
1.365,0.255843,-0.721791,-25.6127,0.339691,2.11855,0.242135,-1.10598,10,0.059172,1.32252,16.219,0.0440253,-0.0147821,0.0808345,1.56581,10,0,0.073
1.37,0.251914,-0.849854,-14.4812,0.351018,2.06264,0.237537,-1.06707,10,0.0659873,1.40362,42.5901,0.0443042,-0.0149486,0.091833,2.04247,10,0,0.073
1.375,0.247484,-0.92226,25.823,0.362125,2.00203,0.236555,-0.534914,10,0.0735378,1.61657,14.2428,0.0445733,-0.0151137,0.0993887,1.83021,10,0,0.073
1.38,0.243195,-0.793145,44.3239,0.372994,1.93677,0.236285,-0.128285,10,0.0817987,1.68778,-6.4017,0.0448332,-0.0152775,0.106395,1.59176,10,0,0.072
1.385,0.239784,-0.571525,46.0219,0.112456,1.84239,0.236388,0.118804,10,0.0901576,1.65578,-20.5541,0.124966,-0.01544,0.112682,1.34746,10,0,0.074
1.39,0.237501,-0.341415,50.264,0.125889,1.89813,0.238035,0.412545,10,0.0981795,1.55301,-29.4296,0.126398,-0.0156012,0.118164,1.11156,10,0,0.074
1.395,0.236423,-0.0900951,60,0.139539,1.94945,0.241503,0.767418,10,0.105577,1.40586,-34.164,0.127786,-0.015761,0.122821,0.893396,10,0,0.105
1.4,0.236722,0.209905,60,0.153385,1.99631,0.246208,1.05491,10,0.112179,1.23504,-35.7747,0.12912,-0.0159194,0.12668,0.698416,10,0,0.072
1.405,0.238522,0.509905,56.2928,0.167403,2.03868,0.252503,1.3543,10,0.117907,1.05616,-35.1396,0.130392,-0.0160766,0.129796,0.52907,10,0,0.083
1.41,0.241775,0.791369,60,0.181575,2.07651,0.260378,1.68908,10,0.122748,0.880466,-29.0911,0.131591,-0.0162323,0.132683,0.444099,10,0,0.082
1.415,0.246482,1.09137,60,0.195879,2.1098,0.26961,1.99235,10,0.126787,0.73501,-27.498,0.132709,-0.0163867,0.134719,0.32254,10,0,0.083
1.42,0.252689,1.39137,60,0.210295,2.1385,0.280343,2.29584,10,0.130119,0.59752,-25.1228,0.133738,-0.0165397,0.136255,0.220677,10,0,0.182
1.425,0.260395,1.69137,60,0.224805,2.16262,0.292336,2.56733,10,0.132792,0.471906,-18.6816,0.134669,-0.0166913,0.137769,0.191681,10,1,0.193
1.43,0.269602,1.99137,43.0415,0.239388,2.18212,0.304315,2.63699,10,0.134918,0.378498,-17.1561,0.135497,-0.0168416,0.138665,0.121156,10,1,0.195
1.435,0.280097,2.20658,30.1539,0.254026,2.19701,0.316588,2.65889,10,0.136596,0.292717,-15.3977,0.136214,-0.0169904,0.139255,0.0617513,10,1,0.193
1.44,0.291507,2.35735,21.167,0.269028,2.81374,0.329248,2.67485,10,0.137867,0.215729,-13.606,0.13682,-0.0556584,0.139572,0.0116382,10,1,0.193
1.445,0.303558,2.46318,-53.2504,0.283722,2.82152,0.334515,1.66443,10,0.138776,0.147698,-11.9342,0.137301,-0.0556933,0.139649,-0.0313149,10,1,0.192
1.45,0.315209,2.19693,-28.9979,0.298416,2.82299,0.3449,1.76196,10,0.139365,0.0880273,-10.2176,0.137661,-0.055726,0.139536,-0.0652365,10,1,0.198
1.455,0.325831,2.05194,-13.6616,0.31309,2.81815,0.355073,1.84702,10,0.139678,0.0369394,-8.66961,0.137898,-0.0557567,0.139256,-0.0931048,10,1,0.142
1.46,0.33592,1.98363,-60,0.327727,2.80701,0.357025,0.830347,10,0.139754,-0.00640872,-22.361,0.138012,-0.0557854,0.137142,-0.341824,10,1,0.186
