time,pos_actual_yaw,vel_actual_yaw,accel_control_yaw,pos_goal_yaw,vel_goal_yaw,pos_predicted_yaw,vel_predicted_yaw,iterations_yaw,pos_actual_pitch,vel_actual_pitch,accel_control_pitch,pos_goal_pitch,vel_goal_pitch,pos_predicted_pitch,vel_predicted_pitch,iterations_pitch,shoot_flag,solve_time_ms
1.465,0.345088,1.68363,-60,0.342308,2.78959,0.363808,0.812436,10,0.139442,-0.118214,-15.4573,0.138005,-0.055812,0.13593,-0.350073,10,1,0.197
1.47,0.352756,1.38363,-39.1263,0.356815,2.76591,0.369109,0.796737,10,0.138658,-0.1955,-9.96891,0.13788,-0.0558366,0.134604,-0.345034,10,1,0.194
1.475,0.359185,1.188,-60,0.371229,2.73597,0.367107,-0.131801,10,0.137556,-0.245345,-50.7309,0.137641,-0.0558591,0.128168,-1.00631,10,1,0.185
1.48,0.364375,0.888,-60,0.38553,2.69982,0.370906,-0.0172456,10,0.135695,-0.498999,-30.4609,0.137292,-0.0558797,0.124783,-0.955913,10,1,0.074
1.485,0.368065,0.588,-60,0.399701,2.65748,0.372122,-0.0470457,10,0.132819,-0.651304,-14.7995,0.136839,-0.0558982,0.121385,-0.873297,10,1,0.073
1.49,0.370255,0.288,-60,0.413721,2.60899,0.366781,-0.751247,10,0.129378,-0.725302,-77.8225,0.13629,-0.0559148,0.109743,-1.89264,10,1,0.074
1.495,0.370945,-0.0119998,-60,0.42757,2.55439,0.364889,-0.795491,10,0.124778,-1.11441,-41.2211,0.135651,-0.0559294,0.103425,-1.73273,10,1,0.074
1.5,0.370135,-0.312,-60,0.441228,2.49373,0.359677,-1.08244,10,0.118691,-1.32052,-13.5515,0.134932,-0.055942,0.0973588,-1.52379,10,0,0.074
1.505,0.367825,-0.612,-60,0.454675,2.42705,0.35205,-1.4914,10,0.111919,-1.38828,-36.4871,0.13414,-0.0559527,0.0869902,-1.93558,10,0,0.074
1.51,0.364015,-0.912,-60,0.467888,2.35441,0.34624,-1.45799,10,0.104522,-1.57071,-6.72308,0.133284,-0.0559614,0.0802046,-1.67156,10,0,0.074
1.515,0.358705,-1.212,26.5014,0.480847,2.27588,0.343506,-0.814478,10,0.0965841,-1.60433,14.2995,0.132373,-0.0559682,0.0741279,-1.38983,10,0,0.074
1.52,0.352976,-1.07949,37.8056,0.226369,2.33922,0.341037,-0.512409,10,0.0887412,-1.53283,28.0661,0.0546143,-0.055973,0.0689062,-1.11184,10,0,0.074
1.525,0.348051,-0.890465,44.6782,0.237046,2.42325,0.339721,-0.220292,10,0.0814279,-1.3925,36.0262,0.0551322,-0.055976,0.0645933,-0.852106,10,0,0.073
1.53,0.344158,-0.667074,54.6327,0.24793,2.50088,0.340298,0.152418,10,0.0749157,-1.21237,39.5095,0.055647,-0.0559771,0.061175,-0.619725,10,0,0.074
1.535,0.341505,-0.39391,54.9934,0.259,2.57202,0.341783,0.430991,10,0.0693477,-1.01482,39.6888,0.0561568,-0.0559763,0.0585904,-0.419489,10,0,0.074
1.54,0.340223,-0.118943,55.867,0.270238,2.63659,0.344724,0.719062,10,0.0647697,-0.816377,37.5623,0.0566598,-0.0559736,0.0567498,-0.252942,10,0,0.073
1.545,0.340327,0.160392,58.0075,0.281623,2.69453,0.349258,1.03051,10,0.0611574,-0.628565,33.9517,0.0571538,-0.0559691,0.0555485,-0.119289,10,0,0.073
1.55,0.341854,0.45043,60,0.293138,2.74578,0.355493,1.36818,10,0.0584389,-0.458806,25.6654,0.057637,-0.0559627,0.0544442,-0.0738246,10,0,0.073
1.555,0.344856,0.75043,60,0.304763,2.79029,0.362921,1.65831,10,0.0564657,-0.330479,22.2247,0.0581075,-0.0559545,0.0540088,0.00289202,10,0,0.074
1.56,0.349358,1.05043,60,0.31648,2.82802,0.371826,1.94528,10,0.0550911,-0.219355,18.5544,0.0585634,-0.0559445,0.0538882,0.0589601,10,0,0.073
1.565,0.35536,1.35043,54.7657,0.328271,2.85894,0.381778,2.17192,10,0.0542263,-0.126584,11.3415,0.0590031,-0.0559327,0.0536035,0.0435397,10,1,0.073
1.57,0.362797,1.62426,38.1189,0.340118,2.88303,0.391449,2.19604,10,0.0537351,-0.0698758,9.19164,0.059425,-0.0559191,0.0537211,0.0679988,10,1,0.074
1.575,0.371395,1.81485,27.051,0.351704,2.27783,0.401661,2.22062,10,0.0535007,-0.0239176,7.15405,0.0598272,-0.0205797,0.0539467,0.0833932,10,1,0.073
1.58,0.380807,1.95011,-46.2491,0.363609,2.28537,0.404856,1.25637,10,0.0534705,0.0118526,5.40969,0.06021,-0.0206871,0.0542569,0.092998,10,1,0.073
1.585,0.389979,1.71886,-26.6935,0.375518,2.28784,0.412759,1.31846,10,0.0535974,0.0389011,3.74377,0.0605712,-0.020793,0.0546021,0.0950577,10,1,0.073
1.59,0.39824,1.5854,-10.3974,0.387413,2.28526,0.420851,1.42943,10,0.0538387,0.05762,2.34056,0.0609102,-0.0208974,0.0549663,0.0927284,10,1,0.073
1.595,0.406037,1.53341,-60,0.399277,2.27763,0.420331,0.372506,10,0.054156,0.0693228,16.082,0.0612263,-0.0210005,0.0570051,0.310554,10,1,0.074
1.6,0.412954,1.23341,-60,0.411093,2.26498,0.424978,0.369754,10,0.0547037,0.149733,10.0537,0.0615192,-0.0211021,0.0580807,0.300538,10,1,0.073
1.605,0.418371,0.933408,-29.6444,0.422842,2.24731,0.429037,0.488742,10,0.055578,0.200001,5.27708,0.0617888,-0.0212023,0.0591717,0.279158,10,1,0.073
1.61,0.422668,0.785186,-60,0.434508,2.22465,0.424222,-0.577983,10,0.056644,0.226387,45.8732,0.0620352,-0.0213011,0.0652005,0.914484,10,1,0.074
1.615,0.425844,0.485186,-60,0.446072,2.19704,0.426356,-0.416902,10,0.0583493,0.455753,27.9609,0.0622588,-0.0213984,0.0683312,0.875166,10,1,0.073
1.62,0.42752,0.185186,-60,0.457518,2.16451,0.425825,-0.411064,10,0.0609776,0.595557,13.9223,0.0624601,-0.0214944,0.0714772,0.804392,10,1,0.074
1.625,0.427695,-0.114814,-60,0.468826,2.12711,0.417974,-1.18138,10,0.0641294,0.665169,76.3456,0.0626399,-0.0215889,0.0826958,1.81035,10,1,0.073
1.63,0.426371,-0.414814,-60,0.47998,2.08488,0.413867,-1.25248,10,0.0684096,1.0469,43.6266,0.0627992,-0.021682,0.089021,1.7013,10,1,0.074
1.635,0.423547,-0.714814,-60,0.49096,2.03788,0.407919,-1.36897,10,0.0741894,1.26503,18.3716,0.0629391,-0.0217737,0.0952317,1.5406,10,0,0.073
1.64,0.419223,-1.01481,-0.33806,0.501748,1.98618,0.403963,-1.01988,10,0.0807442,1.35689,-0.299656,0.0630607,-0.021864,0.101064,1.35239,10,0,0.075
1.645,0.414145,-1.0165,-0.0142511,0.512325,1.92985,0.398896,-1.01672,10,0.0875249,1.35539,29.0612,0.0631656,-0.021953,0.111125,1.79131,10,0,0.074
1.65,0.409062,-1.01658,33.7521,0.522671,1.86895,0.397611,-0.510293,10,0.0946651,1.5007,5.96911,0.0632551,-0.0220405,0.117847,1.59023,10,0,0.073
1.655,0.404401,-0.847815,48.5777,0.532769,1.80359,0.397149,-0.11915,10,0.102243,1.53054,-10.5892,0.0633308,-0.0221266,0.12401,1.3717,10,0,0.074
1.66,0.400769,-0.604926,49.7177,0.28527,1.75167,0.397289,0.140838,10,0.109764,1.4776,-21.6942,0.139043,-0.0222114,0.129487,1.15218,10,0,0.073
1.665,0.398366,-0.356338,51.3581,0.29804,1.80419,0.398799,0.414033,10,0.11688,1.36912,-28.4114,0.140425,-0.0222948,0.134221,0.942953,10,0,0.074
1.67,0.397227,-0.0995476,60,0.311014,1.85233,0.402337,0.780891,10,0.123371,1.22707,-31.7232,0.141752,-0.0223768,0.138208,0.751219,10,0,0.075
1.675,0.397479,0.200452,60,0.324169,1.89607,0.40692,1.05844,10,0.12911,1.06845,-32.4991,0.143014,-0.0224574,0.14148,0.580965,10,0,0.114
1.68,0.399231,0.500452,60,0.337486,1.93536,0.413407,1.38969,10,0.134046,0.905956,-31.4815,0.144202,-0.0225367,0.144093,0.433734,10,0,0.082
1.685,0.402483,0.800452,60,0.350942,1.97018,0.421179,1.69235,10,0.138182,0.748548,-25.6913,0.145307,-0.0226146,0.14652,0.363179,10,0,0.108
1.69,0.407236,1.10045,60,0.364518,2.0005,0.430523,2.00456,10,0.141603,0.620092,-24.1774,0.146321,-0.0226912,0.148185,0.257431,10,0,0.283
1.695,0.413488,1.40045,60,0.378192,2.02631,0.441249,2.30103,10,0.144402,0.499205,-22.0492,0.147236,-0.0227665,0.149409,0.168467,10,0,0.277
1.7,0.42124,1.70045,57.1632,0.391947,2.04759,0.453178,2.5579,10,0.146622,0.388959,-16.2438,0.148045,-0.0228404,0.150629,0.145302,10,1,0.197
1.705,0.430457,1.98627,41.286,0.406151,2.63477,0.464896,2.60556,10,0.148364,0.30774,-15.0546,0.14875,-0.0549304,0.151286,0.0819203,10,1,0.113
1.71,0.440904,2.1927,28.291,0.420009,2.65151,0.476978,2.61706,10,0.149714,0.232467,-13.6162,0.149328,-0.0548728,0.15167,0.0282231,10,1,0.074
1.715,0.452221,2.33415,-44.2869,0.433889,2.66204,0.482252,1.66985,10,0.150707,0.164385,-12.2196,0.149784,-0.0548139,0.151798,-0.0189085,10,1,0.101
1.72,0.463339,2.11272,-24.9145,0.447772,2.66639,0.492227,1.739,10,0.151376,0.103287,-10.6932,0.150118,-0.0547536,0.151722,-0.0571109,10,1,0.08
1.725,0.473591,1.98815,-12.1898,0.46164,2.66454,0.502042,1.8053,10,0.151758,0.0498213,-9.25935,0.150326,-0.0546921,0.151464,-0.0890689,10,1,0.079
1.73,0.483379,1.9272,-60,0.475474,2.65652,0.503914,0.810808,10,0.151892,0.00352459,-22.0705,0.15041,-0.0546292,0.149462,-0.327533,10,1,0.093
1.735,0.492265,1.6272,-60,0.489255,2.64234,0.510291,0.77626,10,0.151634,-0.106828,-15.4904,0.15037,-0.0545651,0.148289,-0.339184,10,1,0.073
1.74,0.499651,1.3272,-31.1411,0.502964,2.62201,0.516056,0.860082,10,0.150906,-0.18428,-10.2341,0.150209,-0.0544997,0.14699,-0.337792,10,1,0.073
1.745,0.505898,1.17149,-60,0.516583,2.59557,0.513774,-0.121343,10,0.149857,-0.235451,-48.3613,0.149931,-0.054433,0.140884,-0.96087,10,1,0.074
1.75,0.511005,0.871493,-60,0.530093,2.56304,0.517332,-0.0279546,10,0.148075,-0.477257,-29.1196,0.14954,-0.0543651,0.13764,-0.914051,10,1,0.124
1.755,0.514613,0.571493,-60,0.543474,2.52446,0.518326,-0.0764236,10,0.145324,-0.622855,-14.2572,0.149042,-0.054296,0.134378,-0.836713,10,1,0.075
1.76,0.51672,0.271493,-15.1071,0.556707,2.47986,0.519093,0.044886,10,0.142032,-0.694141,-3.24432,0.148443,-0.0542257,0.131255,-0.742806,10,1,0.073
1.765,0.517889,0.195957,-60,0.569772,2.42929,0.512699,-0.887972,10,0.138521,-0.710363,-63.9484,0.147752,-0.0541543,0.120671,-1.66959,10,1,0.074
1.77,0.518119,-0.104043,-60,0.582649,2.37281,0.510239,-0.946596,10,0.13417,-1.0301,-32.5557,0.146975,-0.0540816,0.115055,-1.51844,10,1,0.073
1.775,0.516848,-0.404043,-60,0.595316,2.31045,0.504799,-1.20257,10,0.128612,-1.19288,-8.99734,0.146123,-0.0540078,0.109707,-1.32784,10,0,0.073
1.78,0.514078,-0.704043,-60,0.607754,2.2423,0.497646,-1.48697,10,0.122535,-1.23787,-31.4953,0.145202,-0.0539329,0.100424,-1.7103,10,0,0.074
1.785,0.509808,-1.00404,-5.37054,0.61994,2.16841,0.494143,-1.0846,10,0.115952,-1.39535,-5.19516,0.144222,-0.0538568,0.0944375,-1.47327,10,0,0.074
1.79,0.504721,-1.0309,22.9667,0.631852,2.08887,0.491841,-0.686395,10,0.10891,-1.42132,13.316,0.143193,-0.0537796,0.0890887,-1.22158,10,0,0.103
1.795,0.499853,-0.916062,33.5334,0.390548,2.22253,0.489885,-0.413061,10,0.10197,-1.35474,25.3729,0.0717049,-0.0537013,0.0845036,-0.974148,10,0,0.074
1.8,0.495692,-0.748395,40.0139,0.400585,2.29949,0.488968,-0.148187,10,0.0955138,-1.22788,32.2746,0.072258,-0.053622,0.0807265,-0.743758,10,0,0.074
1.805,0.49245,-0.548326,52.1727,0.410812,2.37016,0.490095,0.234265,10,0.0897778,-1.0665,35.2106,0.0727996,-0.0535416,0.0777414,-0.538345,10,0,0.074
1.81,0.490361,-0.287462,53.3754,0.421208,2.43449,0.492054,0.513169,10,0.0848854,-0.890451,35.2278,0.0733271,-0.0534601,0.0754918,-0.362035,10,0,0.074
1.815,0.489591,-0.0205853,56.1321,0.431753,2.49238,0.495597,0.821396,10,0.0808735,-0.714313,33.2158,0.0738385,-0.0533777,0.0738956,-0.216075,10,0,0.073
1.82,0.49019,0.260075,60,0.44243,2.54378,0.500978,1.17833,10,0.0777171,-0.548233,26.386,0.0743313,-0.0532942,0.0724621,-0.152444,10,0,0.073
1.825,0.49224,0.560075,60,0.453219,2.58865,0.507435,1.46595,10,0.0753058,-0.416304,23.5686,0.0748035,-0.0532097,0.0717127,-0.062774,10,0,0.073
1.83,0.49579,0.860075,60,0.464103,2.62693,0.515405,1.75517,10,0.0735189,-0.29846,20.2374,0.0752531,-0.0531242,0.0713187,0.00510036,10,0,0.073
1.835,0.500841,1.16008,56.4736,0.474723,2.08568,0.524595,2.00718,10,0.0722796,-0.197273,13.4645,0.0756762,-0.0243536,0.0708352,0.00469379,10,1,0.073
1.84,0.507347,1.44244,45.1962,0.485738,2.10404,0.534068,2.12039,10,0.0714615,-0.129951,11.1663,0.0760761,-0.0243928,0.0707684,0.0375431,10,1,0.074
1.845,0.515124,1.66842,32.3525,0.496793,2.11748,0.54379,2.15371,10,0.0709513,-0.0741197,8.88838,0.0764485,-0.0244309,0.0708395,0.0592061,10,1,0.073
1.85,0.523871,1.83019,-39.4082,0.507872,2.12601,0.54689,1.23906,10,0.0706918,-0.0296777,6.86397,0.0767922,-0.0244678,0.0710189,0.0732818,10,1,0.074
1.855,0.532529,1.63315,-23.5048,0.518956,2.12962,0.554382,1.28057,10,0.0706292,0.00464212,4.91736,0.0771062,-0.0245037,0.0712521,0.0784026,10,1,0.073
1.86,0.540401,1.51562,-9.37613,0.530028,2.1283,0.56208,1.37498,10,0.0707139,0.0292289,3.2397,0.0773899,-0.0245384,0.0715168,0.0778245,10,1,0.073
1.865,0.547862,1.46874,-60,0.54107,2.12208,0.561436,0.341105,10,0.0709006,0.0454274,15.4603,0.0776428,-0.024572,0.0733212,0.277332,10,1,0.073
1.87,0.554455,1.16874,-60,0.552066,2.11096,0.565638,0.322274,10,0.0713209,0.122729,9.67634,0.0778649,-0.0246046,0.0742505,0.267874,10,1,0.073
1.875,0.559549,0.868741,-25.9007,0.562998,2.09497,0.569666,0.48023,10,0.0720555,0.171111,5.0788,0.0780563,-0.0246361,0.0751936,0.247293,10,1,0.073
1.88,0.563569,0.739237,-60,0.573848,2.07414,0.564708,-0.587371,10,0.0729746,0.196505,42.0292,0.0782174,-0.0246665,0.0806504,0.826942,10,1,0.073
1.885,0.566515,0.439237,-60,0.584598,2.04849,0.566416,-0.452516,10,0.0744825,0.406651,25.592,0.0783491,-0.0246959,0.0834613,0.79053,10,1,0.074
1.89,0.567962,0.139237,-60,0.595232,2.01807,0.565515,-0.465466,10,0.0768356,0.53461,12.701,0.0784521,-0.0247242,0.0862836,0.725125,10,1,0.073
1.895,0.567908,-0.160763,-2.64276,0.605731,1.98292,0.565199,-0.200404,10,0.0796674,0.598115,2.97998,0.0785279,-0.0247515,0.0889744,0.642815,10,1,0.182
1.9,0.567071,-0.173977,-60,0.616078,1.94309,0.55628,-1.26476,10,0.0826953,0.613015,64.0977,0.0785776,-0.0247777,0.0991015,1.57448,10,1,0.197
1.905,0.565451,-0.473977,-60,0.626253,1.89865,0.552117,-1.30388,10,0.0865616,0.933503,36.0538,0.078603,-0.0248029,0.10462,1.47431,10,1,0.092
1.91,0.562331,-0.773977,-28.9235,0.63624,1.84967,0.547468,-1.20783,10,0.0916797,1.11377,14.4497,0.0786057,-0.0248271,0.110012,1.33052,10,0,0.074
1.915,0.5581,-0.918594,-18.1957,0.64602,1.7962,0.542274,-1.19153,10,0.0974292,1.18602,37.4154,0.0785877,-0.0248503,0.119429,1.74725,10,0,0.073
1.92,0.553279,-1.00957,20.6724,0.655573,1.73835,0.540461,-0.699486,10,0.103827,1.3731,12.9786,0.0785509,-0.0248725,0.125884,1.56778,10,0,0.074
1.925,0.54849,-0.90621,39.3078,0.664882,1.67619,0.539319,-0.316593,10,0.110855,1.43799,-4.89965,0.0784973,-0.0248937,0.131873,1.3645,10,0,0.074
1.93,0.54445,-0.709671,43.4444,0.432323,1.60981,0.538693,-0.0580054,10,0.117983,1.41349,-17.2332,0.147768,-0.0249139,0.137247,1.155,10,0,0.073
1.935,0.541445,-0.492449,47.5574,0.444116,1.66099,0.539408,0.220912,10,0.124836,1.32733,-25.0454,0.149051,-0.0249332,0.141928,0.951646,10,0,0.073
1.94,0.539577,-0.254662,60,0.456115,1.70792,0.54219,0.603111,10,0.131159,1.2021,-29.297,0.150277,-0.0249515,0.145895,0.762645,10,0,0.073
1.945,0.539054,0.0453378,54.126,0.468297,1.75056,0.545823,0.857228,10,0.136803,1.05562,-30.8511,0.151437,-0.0249688,0.149167,0.592849,10,0,0.073
1.95,0.539957,0.315968,57.8807,0.480641,1.78888,0.551208,1.18418,10,0.141696,0.90136,-30.455,0.152522,-0.0249852,0.15179,0.444534,10,0,0.073
1.955,0.54226,0.605372,60,0.493125,1.82285,0.558149,1.51318,10,0.145822,0.749084,-25.4519,0.153526,-0.0250007,0.154195,0.367306,10,0,0.074
1.96,0.546037,0.905372,60,0.505728,1.85244,0.566398,1.80945,10,0.149249,0.621825,-24.1759,0.154441,-0.0250152,0.155857,0.259187,10,0,0.074
1.965,0.551314,1.20537,60,0.51886,2.39883,0.576163,2.1078,10,0.152056,0.500946,-22.2253,0.155273,-0.0504991,0.15707,0.167566,10,0,0.073
1.97,0.558091,1.50537,60,0.531646,2.42719,0.587341,2.39466,10,0.154283,0.389819,-16.7966,0.155986,-0.050392,0.158241,0.13787,10,1,0.115
1.975,0.566368,1.80537,47.8434,0.544492,2.44953,0.598831,2.52302,10,0.156022,0.305836,-15.4931,0.15659,-0.0502844,0.158867,0.0734396,10,1,0.1
1.98,0.575993,2.04459,32.6412,0.557377,2.46586,0.610334,2.53421,10,0.157358,0.228371,-13.9677,0.157083,-0.0501762,0.159212,0.0188557,10,1,0.094
1.985,0.586624,2.20779,-37.1338,0.570284,2.47618,0.615563,1.65079,10,0.158325,0.158532,-12.468,0.15746,-0.0500674,0.1593,-0.0284872,10,1,0.081
1.99,0.597198,2.02213,-22.2123,0.583192,2.48048,0.625031,1.68894,10,0.158962,0.0961924,-10.853,0.157719,-0.0499581,0.159184,-0.0666033,10,1,0.203
1.995,0.607031,1.91106,-11.7028,0.596084,2.47877,0.634381,1.73552,10,0.159307,0.0419272,-9.3369,0.15786,-0.0498483,0.158886,-0.0981263,10,1,0.314
